gamma,small,1
gamma,small,2
gamma,small,3
gamma,small,4
gamma,small,5
gamma,small,6
gamma,small,7
gamma,small,8
gamma,small,9
gamma,small,10
gamma,small,11
gamma,small,12
gamma,small,13
gamma,small,14
gamma,small,15
gamma,small,16
gamma,small,17
gamma,small,18
gamma,small,19
gamma,small,20
gamma,small,21
gamma,small,22
gamma,small,23
gamma,small,24
gamma,small,25
gamma,small,26
gamma,small,27
gamma,small,28
gamma,small,29
gamma,small,30
gamma,small,31
gamma,small,32
gamma,small,33
gamma,small,34
gamma,small,35
gamma,small,36
gamma,small,37
gamma,small,38
gamma,small,39
gamma,small,40
gamma,small,41
gamma,small,42
gamma,small,43
gamma,small,44
gamma,small,45
gamma,small,46
gamma,small,47
gamma,small,48
gamma,small,49
gamma,small,50
gamma,medium,1
gamma,medium,2
gamma,medium,3
gamma,medium,4
gamma,medium,5
gamma,medium,6
gamma,medium,7
gamma,medium,8
gamma,medium,9
gamma,medium,10
gamma,medium,11
gamma,medium,12
gamma,medium,13
gamma,medium,14
gamma,medium,15
gamma,medium,16
gamma,medium,17
gamma,medium,18
gamma,medium,19
gamma,medium,20
gamma,medium,21
gamma,medium,22
gamma,medium,23
gamma,medium,24
gamma,medium,25
gamma,medium,26
gamma,medium,27
gamma,medium,28
gamma,medium,29
gamma,medium,30
gamma,medium,31
gamma,medium,32
gamma,medium,33
gamma,medium,34
gamma,medium,35
gamma,medium,36
gamma,medium,37
gamma,medium,38
gamma,medium,39
gamma,medium,40
gamma,medium,41
gamma,medium,42
gamma,medium,43
gamma,medium,44
gamma,medium,45
gamma,medium,46
gamma,medium,47
gamma,medium,48
gamma,medium,49
gamma,medium,50
gamma,strong,1
gamma,strong,2
gamma,strong,3
gamma,strong,4
gamma,strong,5
gamma,strong,6
gamma,strong,7
gamma,strong,8
gamma,strong,9
gamma,strong,10
gamma,strong,11
gamma,strong,12
gamma,strong,13
gamma,strong,14
gamma,strong,15
gamma,strong,16
gamma,strong,17
gamma,strong,18
gamma,strong,19
gamma,strong,20
gamma,strong,21
gamma,strong,22
gamma,strong,23
gamma,strong,24
gamma,strong,25
gamma,strong,26
gamma,strong,27
gamma,strong,28
gamma,strong,29
gamma,strong,30
gamma,strong,31
gamma,strong,32
gamma,strong,33
gamma,strong,34
gamma,strong,35
gamma,strong,36
gamma,strong,37
gamma,strong,38
gamma,strong,39
gamma,strong,40
gamma,strong,41
gamma,strong,42
gamma,strong,43
gamma,strong,44
gamma,strong,45
gamma,strong,46
gamma,strong,47
gamma,strong,48
gamma,strong,49
gamma,strong,50
beta,small,1
beta,small,2
beta,small,3
beta,small,4
beta,small,5
beta,small,6
beta,small,7
beta,small,8
beta,small,9
beta,small,10
beta,small,11
beta,small,12
beta,small,13
beta,small,14
beta,small,15
beta,small,16
beta,small,17
beta,small,18
beta,small,19
beta,small,20
beta,small,21
beta,small,22
beta,small,23
beta,small,24
beta,small,25
beta,small,26
beta,small,27
beta,small,28
beta,small,29
beta,small,30
beta,small,31
beta,small,32
beta,small,33
beta,small,34
beta,small,35
beta,small,36
beta,small,37
beta,small,38
beta,small,39
beta,small,40
beta,small,41
beta,small,42
beta,small,43
beta,small,44
beta,small,45
beta,small,46
beta,small,47
beta,small,48
beta,small,49
beta,small,50
beta,medium,1
beta,medium,2
beta,medium,3
beta,medium,4
beta,medium,5
beta,medium,6
beta,medium,7
beta,medium,8
beta,medium,9
beta,medium,10
beta,medium,11
beta,medium,12
beta,medium,13
beta,medium,14
beta,medium,15
beta,medium,16
beta,medium,17
beta,medium,18
beta,medium,19
beta,medium,20
beta,medium,21
beta,medium,22
beta,medium,23
beta,medium,24
beta,medium,25
beta,medium,26
beta,medium,27
beta,medium,28
beta,medium,29
beta,medium,30
beta,medium,31
beta,medium,32
beta,medium,33
beta,medium,34
beta,medium,35
beta,medium,36
beta,medium,37
beta,medium,38
beta,medium,39
beta,medium,40
beta,medium,41
beta,medium,42
beta,medium,43
beta,medium,44
beta,medium,45
beta,medium,46
beta,medium,47
beta,medium,48
beta,medium,49
beta,medium,50
beta,strong,1
beta,strong,2
beta,strong,3
beta,strong,4
beta,strong,5
beta,strong,6
beta,strong,7
beta,strong,8
beta,strong,9
beta,strong,10
beta,strong,11
beta,strong,12
beta,strong,13
beta,strong,14
beta,strong,15
beta,strong,16
beta,strong,17
beta,strong,18
beta,strong,19
beta,strong,20
beta,strong,21
beta,strong,22
